id,source_file,window_start,window_end,start_time,end_time,caption,question,answer,risk_level,driving_style,llm_model,generation_status
obd_000145,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,0,23,21-Mar-2023 06:42:04.118,21-Mar-2023 06:42:27.121,"Janela com velocidade media de 16.5 km/h, RPM medio de 1437, carga 48%, acelerador 18% e paradas 4%.",Ha indicios de conducao eficiente neste trecho?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000146,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,48,71,21-Mar-2023 06:42:52.120,21-Mar-2023 06:43:15.118,"Janela com velocidade media de 0.0 km/h, RPM medio de 778, carga 36%, acelerador 14% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000147,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,96,119,21-Mar-2023 06:43:40.119,21-Mar-2023 06:44:03.118,"Janela com velocidade media de 0.0 km/h, RPM medio de 778, carga 35%, acelerador 14% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000148,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,144,167,21-Mar-2023 06:44:28.119,21-Mar-2023 06:44:51.122,"Janela com velocidade media de 41.2 km/h, RPM medio de 1405, carga 41%, acelerador 17% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000149,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,192,215,21-Mar-2023 06:45:16.122,21-Mar-2023 06:45:39.123,"Janela com velocidade media de 31.0 km/h, RPM medio de 1207, carga 36%, acelerador 16% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000150,new_data/Gasolina/trackLog-2023-Mar-21_06-41-03.csv,240,263,21-Mar-2023 06:46:04.119,21-Mar-2023 06:46:27.119,"Janela com velocidade media de 0.0 km/h, RPM medio de 775, carga 33%, acelerador 14% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000151,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,0,23,22-Mar-2023 06:39:18.058,22-Mar-2023 06:39:41.062,"Janela com velocidade media de 6.8 km/h, RPM medio de 1213, carga 42%, acelerador 16% e paradas 17%.",O trecho indica conducao estavel e regular?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
obd_000152,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,48,71,22-Mar-2023 06:40:06.061,22-Mar-2023 06:40:29.060,"Janela com velocidade media de 14.1 km/h, RPM medio de 1244, carga 41%, acelerador 16% e paradas 25%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000153,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,96,119,22-Mar-2023 06:40:54.061,22-Mar-2023 06:41:17.061,"Janela com velocidade media de 0.9 km/h, RPM medio de 881, carga 39%, acelerador 15% e paradas 92%.",As paradas sao frequentes neste intervalo?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000154,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,144,167,22-Mar-2023 06:41:42.061,22-Mar-2023 06:42:05.058,"Janela com velocidade media de 46.6 km/h, RPM medio de 1684, carga 43%, acelerador 18% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000155,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,192,215,22-Mar-2023 06:42:30.061,22-Mar-2023 06:42:53.062,"Janela com velocidade media de 36.2 km/h, RPM medio de 1297, carga 36%, acelerador 16% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000156,new_data/Gasolina/trackLog-2023-Mar-22_06-38-47.csv,240,263,22-Mar-2023 06:43:18.059,22-Mar-2023 06:43:41.059,"Janela com velocidade media de 42.4 km/h, RPM medio de 1427, carga 39%, acelerador 16% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000157,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,0,23,23-Mar-2023 06:39:43.360,23-Mar-2023 06:40:06.362,"Janela com velocidade media de 1.5 km/h, RPM medio de 833, carga 34%, acelerador 14% e paradas 71%.",Este padrao sugere condução em congestionamento?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000158,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,48,71,23-Mar-2023 06:40:31.362,23-Mar-2023 06:40:54.361,"Janela com velocidade media de 21.4 km/h, RPM medio de 1314, carga 46%, acelerador 18% e paradas 0%.",O comportamento indica foco em economia?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000159,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,96,119,23-Mar-2023 06:41:19.360,23-Mar-2023 06:41:42.361,"Janela com velocidade media de 29.9 km/h, RPM medio de 1617, carga 55%, acelerador 19% e paradas 8%.",O comportamento indica foco em economia?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000160,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,144,167,23-Mar-2023 06:42:07.361,23-Mar-2023 06:42:30.362,"Janela com velocidade media de 15.5 km/h, RPM medio de 1160, carga 35%, acelerador 16% e paradas 21%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000161,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,192,215,23-Mar-2023 06:42:55.362,23-Mar-2023 06:43:18.362,"Janela com velocidade media de 23.9 km/h, RPM medio de 1317, carga 29%, acelerador 14% e paradas 0%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000162,new_data/Gasolina/trackLog-2023-Mar-23_06-39-24.csv,240,263,23-Mar-2023 06:43:43.359,23-Mar-2023 06:44:06.363,"Janela com velocidade media de 34.2 km/h, RPM medio de 1290, carga 36%, acelerador 15% e paradas 12%.",Ha indicios de conducao eficiente neste trecho?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000163,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,0,23,24-Mar-2023 06:37:38.296,24-Mar-2023 06:38:01.301,"Janela com velocidade media de 3.9 km/h, RPM medio de 1129, carga 42%, acelerador 16% e paradas 38%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000164,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,48,71,24-Mar-2023 06:38:26.297,24-Mar-2023 06:38:49.295,"Janela com velocidade media de 15.2 km/h, RPM medio de 1322, carga 42%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000165,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,96,119,24-Mar-2023 06:39:14.299,24-Mar-2023 06:39:37.298,"Janela com velocidade media de 45.2 km/h, RPM medio de 1505, carga 43%, acelerador 18% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000166,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,144,167,24-Mar-2023 06:40:02.299,24-Mar-2023 06:40:25.296,"Janela com velocidade media de 6.0 km/h, RPM medio de 863, carga 32%, acelerador 14% e paradas 67%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000167,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,192,215,24-Mar-2023 06:40:50.299,24-Mar-2023 06:41:13.296,"Janela com velocidade media de 32.2 km/h, RPM medio de 1460, carga 49%, acelerador 18% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000168,new_data/Gasolina/trackLog-2023-Mar-24_06-37-17.csv,240,263,24-Mar-2023 06:41:38.297,24-Mar-2023 06:42:01.296,"Janela com velocidade media de 4.8 km/h, RPM medio de 849, carga 33%, acelerador 14% e paradas 75%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000169,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,0,23,27-Mar-2023 06:39:46.167,27-Mar-2023 06:40:09.166,"Janela com velocidade media de 15.2 km/h, RPM medio de 1274, carga 38%, acelerador 16% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000170,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,48,71,27-Mar-2023 06:40:34.169,27-Mar-2023 06:40:57.168,"Janela com velocidade media de 7.4 km/h, RPM medio de 1314, carga 44%, acelerador 17% e paradas 33%.",Ha sinais de condução dentro do padrao normal?,"Os sinais apontam para condução regular, sem picos relevantes.",baixo,normal,gemma3:12b,template
obd_000171,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,96,119,27-Mar-2023 06:41:22.168,27-Mar-2023 06:41:45.166,"Janela com velocidade media de 17.7 km/h, RPM medio de 1373, carga 49%, acelerador 18% e paradas 33%.",O comportamento indica foco em economia?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000172,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,144,167,27-Mar-2023 06:42:10.171,27-Mar-2023 06:42:33.169,"Janela com velocidade media de 36.0 km/h, RPM medio de 1159, carga 31%, acelerador 15% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000173,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,192,215,27-Mar-2023 06:42:58.167,27-Mar-2023 06:43:21.168,"Janela com velocidade media de 31.2 km/h, RPM medio de 1538, carga 47%, acelerador 18% e paradas 0%.",Ha indicios de conducao eficiente neste trecho?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000174,new_data/Gasolina/trackLog-2023-Mar-27_06-38-42.csv,240,263,27-Mar-2023 06:43:46.168,27-Mar-2023 06:44:09.169,"Janela com velocidade media de 10.5 km/h, RPM medio de 902, carga 29%, acelerador 14% e paradas 58%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000175,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,0,23,28-Mar-2023 06:33:42.452,28-Mar-2023 06:34:05.453,"Janela com velocidade media de 11.6 km/h, RPM medio de 1385, carga 48%, acelerador 18% e paradas 17%.",Este intervalo sugere estilo de conducao economico?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000176,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,48,71,28-Mar-2023 06:34:30.451,28-Mar-2023 06:34:53.452,"Janela com velocidade media de 4.3 km/h, RPM medio de 1095, carga 44%, acelerador 16% e paradas 54%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000177,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,96,119,28-Mar-2023 06:35:18.452,28-Mar-2023 06:35:41.451,"Janela com velocidade media de 9.6 km/h, RPM medio de 1270, carga 45%, acelerador 17% e paradas 50%.",O trecho indica conducao estavel e regular?,"O trecho parece estável, com demanda moderada do motor.",baixo,normal,gemma3:12b,template
obd_000178,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,144,167,28-Mar-2023 06:36:06.453,28-Mar-2023 06:36:29.456,"Janela com velocidade media de 50.5 km/h, RPM medio de 1578, carga 40%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000179,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,192,215,28-Mar-2023 06:36:54.451,28-Mar-2023 06:37:17.452,"Janela com velocidade media de 37.0 km/h, RPM medio de 1440, carga 47%, acelerador 18% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Pouca variacao e RPM baixo apontam para economia.,baixo,economico,gemma3:12b,template
obd_000180,new_data/Gasolina/trackLog-2023-Mar-28_06-33-07.csv,240,263,28-Mar-2023 06:37:42.455,28-Mar-2023 06:38:05.454,"Janela com velocidade media de 26.2 km/h, RPM medio de 1442, carga 44%, acelerador 17% e paradas 8%.",Ha indicios de conducao eficiente neste trecho?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000181,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,0,23,29-Mar-2023 06:39:26.732,29-Mar-2023 06:39:49.734,"Janela com velocidade media de 11.2 km/h, RPM medio de 1362, carga 45%, acelerador 17% e paradas 4%.",Este intervalo sugere estilo de conducao economico?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000182,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,48,71,29-Mar-2023 06:40:14.733,29-Mar-2023 06:40:37.735,"Janela com velocidade media de 21.4 km/h, RPM medio de 1444, carga 44%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000183,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,96,119,29-Mar-2023 06:41:02.735,29-Mar-2023 06:41:25.736,"Janela com velocidade media de 0.0 km/h, RPM medio de 786, carga 38%, acelerador 14% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000184,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,144,167,29-Mar-2023 06:41:50.735,29-Mar-2023 06:42:13.733,"Janela com velocidade media de 44.8 km/h, RPM medio de 1461, carga 48%, acelerador 17% e paradas 0%.",O comportamento indica foco em economia?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000185,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,192,215,29-Mar-2023 06:42:38.736,29-Mar-2023 06:43:01.734,"Janela com velocidade media de 35.8 km/h, RPM medio de 1306, carga 32%, acelerador 15% e paradas 0%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000186,new_data/Gasolina/trackLog-2023-Mar-29_06-38-24.csv,240,263,29-Mar-2023 06:43:26.734,29-Mar-2023 06:43:49.733,"Janela com velocidade media de 21.8 km/h, RPM medio de 1438, carga 45%, acelerador 17% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000187,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,0,23,30-Mar-2023 06:38:10.485,30-Mar-2023 06:38:33.486,"Janela com velocidade media de 14.0 km/h, RPM medio de 1427, carga 44%, acelerador 17% e paradas 0%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000188,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,48,71,30-Mar-2023 06:38:58.482,30-Mar-2023 06:39:21.485,"Janela com velocidade media de 0.4 km/h, RPM medio de 805, carga 33%, acelerador 14% e paradas 92%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000189,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,96,119,30-Mar-2023 06:39:46.481,30-Mar-2023 06:40:09.486,"Janela com velocidade media de 1.2 km/h, RPM medio de 879, carga 38%, acelerador 15% e paradas 83%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000190,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,144,167,30-Mar-2023 06:40:34.485,30-Mar-2023 06:40:57.482,"Janela com velocidade media de 10.0 km/h, RPM medio de 853, carga 31%, acelerador 14% e paradas 54%.",Este padrao sugere condução em congestionamento?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000191,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,192,215,30-Mar-2023 06:41:22.485,30-Mar-2023 06:41:45.482,"Janela com velocidade media de 25.2 km/h, RPM medio de 1253, carga 33%, acelerador 15% e paradas 29%.",O trecho mostra conducao suave e eficiente?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000192,new_data/Gasolina/trackLog-2023-Mar-30_06-37-02.csv,240,263,30-Mar-2023 06:42:10.483,30-Mar-2023 06:42:33.482,"Janela com velocidade media de 28.2 km/h, RPM medio de 1408, carga 42%, acelerador 18% e paradas 0%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000193,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,0,23,31-Mar-2023 06:42:09.425,31-Mar-2023 06:42:32.425,"Janela com velocidade media de 11.1 km/h, RPM medio de 1487, carga 45%, acelerador 17% e paradas 8%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000194,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,48,71,31-Mar-2023 06:42:57.426,31-Mar-2023 06:43:20.426,"Janela com velocidade media de 7.3 km/h, RPM medio de 1316, carga 48%, acelerador 18% e paradas 46%.",O comportamento do veiculo esta equilibrado?,"O trecho parece estável, com demanda moderada do motor.",baixo,normal,gemma3:12b,template
obd_000195,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,96,119,31-Mar-2023 06:43:45.426,31-Mar-2023 06:44:08.425,"Janela com velocidade media de 3.5 km/h, RPM medio de 948, carga 38%, acelerador 15% e paradas 67%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000196,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,144,167,31-Mar-2023 06:44:33.425,31-Mar-2023 06:44:56.426,"Janela com velocidade media de 18.1 km/h, RPM medio de 1118, carga 33%, acelerador 15% e paradas 8%.",O trecho mostra conducao suave e eficiente?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000197,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,192,215,31-Mar-2023 06:45:21.428,31-Mar-2023 06:45:44.426,"Janela com velocidade media de 26.2 km/h, RPM medio de 1208, carga 33%, acelerador 15% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,Velocidade moderada e RPM baixo sugerem condução mais economica.,baixo,economico,gemma3:12b,template
obd_000198,new_data/Gasolina/trackLog-2023-Mar-31_06-41-23.csv,240,263,31-Mar-2023 06:46:09.429,31-Mar-2023 06:46:32.427,"Janela com velocidade media de 29.2 km/h, RPM medio de 1147, carga 30%, acelerador 14% e paradas 12%.",O trecho mostra conducao suave e eficiente?,Baixa carga e aceleracao suave indicam eficiencia.,baixo,economico,gemma3:12b,template
obd_000199,new_data/creta_natal_jardim.csv,0,23,01-Nov-2024 15:54:29.535,01-Nov-2024 15:54:52.535,"Janela com velocidade media de 5.7 km/h, RPM medio de 900, carga 26%, acelerador 14% e paradas 33%.",O comportamento do veiculo esta equilibrado?,Nao ha indicios fortes de agressividade ou congestionamento.,baixo,normal,gemma3:12b,template
obd_000200,new_data/creta_natal_jardim.csv,48,71,01-Nov-2024 15:55:17.534,01-Nov-2024 15:55:40.534,"Janela com velocidade media de 4.4 km/h, RPM medio de 830, carga 26%, acelerador 14% e paradas 67%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000201,new_data/creta_natal_jardim.csv,96,119,01-Nov-2024 15:56:05.536,01-Nov-2024 15:56:28.534,"Janela com velocidade media de 22.0 km/h, RPM medio de 1482, carga 30%, acelerador 17% e paradas 0%.",O padrao observado favorece economia de combustivel?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000202,new_data/creta_natal_jardim.csv,144,167,01-Nov-2024 15:56:53.534,01-Nov-2024 15:57:16.535,"Janela com velocidade media de 18.0 km/h, RPM medio de 1272, carga 26%, acelerador 16% e paradas 21%.",O padrao observado favorece economia de combustivel?,O padrao e consistente com condução eficiente e estável.,baixo,economico,gemma3:12b,template
obd_000203,new_data/creta_natal_jardim.csv,192,215,01-Nov-2024 15:57:41.535,01-Nov-2024 15:58:04.535,"Janela com velocidade media de 25.4 km/h, RPM medio de 1332, carga 21%, acelerador 15% e paradas 0%.",Este intervalo sugere estilo de conducao economico?,O trecho mostra uso moderado do motor e bom consumo.,baixo,economico,gemma3:12b,template
obd_000204,new_data/creta_natal_jardim.csv,240,263,01-Nov-2024 15:58:29.535,01-Nov-2024 15:58:52.535,"Janela com velocidade media de 0.0 km/h, RPM medio de 704, carga 25%, acelerador 13% e paradas 100%.",Ha indicios de trafego lento ou paradas frequentes neste trecho?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000205,new_data/dados_app2car.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",Este padrao sugere condução em congestionamento?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000206,new_data/dados_app2car.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000207,new_data/dados_app2car.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000208,new_data/dados_app2car.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000209,new_data/dados_app2car.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000210,new_data/dados_app2car.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000211,new_data/dados_app2car_27.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O intervalo mostra comportamento tipico de vias saturadas.,baixo,congestionado,gemma3:12b,template
obd_000212,new_data/dados_app2car_27.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000213,new_data/dados_app2car_27.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O trecho aparenta trafego pesado com pouca variacao de velocidade?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000214,new_data/dados_app2car_27.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000215,new_data/dados_app2car_27.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000216,new_data/dados_app2car_27.csv,240,263,240,263,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Baixa velocidade media com alta taxa de parada aponta para congestionamento.,baixo,congestionado,gemma3:12b,template
obd_000217,new_data/marcelo_gasolina.csv,0,23,0,23,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000218,new_data/marcelo_gasolina.csv,48,71,48,71,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",O comportamento do veiculo indica baixa fluidez no transito?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
obd_000219,new_data/marcelo_gasolina.csv,96,119,96,119,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,Velocidade baixa e pouca variacao sugerem transito lento e paradas frequentes.,baixo,congestionado,gemma3:12b,template
obd_000220,new_data/marcelo_gasolina.csv,144,167,144,167,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,O padrao e consistente com trafego pesado e baixa fluidez.,baixo,congestionado,gemma3:12b,template
obd_000221,new_data/marcelo_gasolina.csv,192,215,192,215,"Janela com velocidade media de 0.0 km/h, RPM medio de 0, carga 0%, acelerador 0% e paradas 100%.",As paradas sao frequentes neste intervalo?,As paradas frequentes indicam congestionamento neste trecho.,baixo,congestionado,gemma3:12b,template
